0.057230342	0.10573795	-0.104673974	0.045434985	-0.016150866	-0.10097146	-0.24624576	-0.029228833
0.20486115	0.28105637	-0.27515116	0.1635009	0.16690423	-0.21271901	-0.4095478	0.20518664
-1.2437055	-1.2290225	1.2062968	-1.1947926	-1.1138256	1.2950132	1.3696603	-1.1588886
-1.3431312	-1.2915885	1.3416135	-1.2667505	-1.2080956	1.3542141	1.490838	-1.212923
0.44519666	0.516544	-0.47999796	0.42745066	0.42332125	-0.51654327	-0.61295193	0.37912247
-1.0731454	-1.0397744	1.1456954	-1.0050597	-1.0282688	1.1402812	1.228055	-1.0359664
-0.6370312	-0.65741926	0.59752965	-0.57909495	-0.613953	0.64108515	0.72898316	-0.66339374
-1.2182827	-1.0973078	1.1945693	-1.070437	-1.0280882	1.1842124	1.3423917	-1.0495168
-0.5588078	-0.4573183	0.5091271	-0.49000505	-0.50410897	0.46373084	0.5232257	-0.4441382
-0.77289236	-0.6956656	0.70239115	-0.73026216	-0.67791086	0.74065375	0.769588	-0.73889726
0.14943618	0.18925521	-0.20675343	0.18954058	0.12952627	-0.16205132	-0.20025593	0.16244687
-1.0299255	-0.9221259	0.9765785	-0.87873125	-0.84037	1.0030676	0.9919012	-0.8616392
-0.20114279	-0.15310019	0.1514085	-0.22059429	-0.21347676	0.20780888	0.14980146	-0.19309011
-1.0555174	-0.8876181	0.94535863	-0.96148276	-0.95189667	1.0285006	1.0529333	-0.9507204
0.06473895	0.101271495	-0.0139704	0.023746248	0.0426263	-0.023567652	-0.11555303	-0.03947978
-0.5588859	-0.52723795	0.57307404	-0.5079805	-0.510679	0.5687324	0.58022237	-0.52571225
-0.9758416	-0.8840714	0.9096773	-0.8627853	-0.8538832	0.96738607	1.098912	-0.8999831
-1.1061112	-1.0710254	1.1501911	-0.9884028	-1.0062698	1.0883456	1.2682862	-0.9553593
-0.41302693	-0.31324393	0.34367892	-0.37753022	-0.4417744	0.38445634	0.35660636	-0.3856241
-0.4224632	-0.34557956	0.42056683	-0.43000874	-0.3574814	0.36276555	0.37699085	-0.4121032
-0.252382	-0.2557802	0.26907215	-0.24498399	-0.26923868	0.27260205	0.21402438	-0.26260442
-0.10324879	0.006588229	0.055574607	-0.10306999	-0.09013129	0.06455353	-0.0011062124	-0.13308218
-0.65095174	-0.6452371	0.5844912	-0.54569304	-0.5687344	0.6602257	0.6166753	-0.60119814
-1.1870093	-1.1368778	1.1426772	-0.99156475	-0.97899383	1.168857	1.3332456	-1.0459079
-0.8907354	-0.8399574	0.9230986	-0.8312559	-0.85512525	0.88846755	0.9863754	-0.8224542
-0.38537347	-0.3274581	0.4003823	-0.3416673	-0.41165602	0.3839458	0.42726174	-0.40464133
-0.4307516	-0.41362962	0.3901756	-0.42014349	-0.38550907	0.46204492	0.41236046	-0.4273272
-0.53258276	-0.49769464	0.47645178	-0.42138553	-0.50776374	0.53215086	0.52328396	-0.4635603
-0.5703048	-0.46484923	0.42541888	-0.48355436	-0.5109932	0.457472	0.48783627	-0.4819235
-1.1007165	-1.0044786	0.99430186	-0.9362569	-0.93264246	1.0567595	1.2594053	-0.90696466
-0.9647385	-0.8405656	0.8021408	-0.84243643	-0.8122268	0.83153605	0.9336732	-0.84121
-1.0874996	-1.0214019	1.0078381	-0.9162583	-0.9754541	1.0611738	1.1325111	-0.9356673
-0.9857521	-0.9721063	1.0138221	-0.89444345	-0.9120111	1.07307	1.2370592	-0.96046805
-0.4041977	-0.4107068	0.39227882	-0.41065404	-0.4194335	0.42253458	0.38535565	-0.36745685
-0.67767954	-0.59974086	0.63853836	-0.66231626	-0.62885493	0.64437264	0.63189423	-0.59523314
-0.78986907	-0.6832358	0.70712423	-0.6488063	-0.6619404	0.7379616	0.7453316	-0.7388922
-0.4499122	-0.42036185	0.4157664	-0.36813587	-0.44554397	0.4115413	0.4108317	-0.39860386
-1.0103515	-0.9267193	0.9110379	-0.81244653	-0.8598804	0.9262666	1.1207827	-0.90630865
-0.18340717	-0.18468219	0.23949781	-0.24743551	-0.2626861	0.17505474	0.18189001	-0.24674328
-0.40917885	-0.48373038	0.40913048	-0.4083753	-0.38938874	0.42346436	0.48727527	-0.39283037
-0.7751654	-0.75130886	0.84445417	-0.6673871	-0.6781867	0.8077835	0.86569047	-0.6860618
0.07504764	0.13550414	-0.06376759	0.01954965	0.05987375	-0.06026148	-0.13961647	0.041816887
-0.62820387	-0.56243825	0.5315386	-0.61865526	-0.54824954	0.6048311	0.6532589	-0.5563493
-0.93271875	-0.81476414	0.9370066	-0.877176	-0.82137406	0.94545	1.0211093	-0.8812848
